flyID;in:A2;in:B2;in:B4;in:TA2high;in:TA2low;in:A1;in:TB1;in:TB3;out:OutTotalOpbrengstenConv;out:OutprofitpercConv;out:OutprofitpercbarsetPlus1;out:OutTotalOpbrengstenbarsetPlus1;out:OutTotalOpbrengstenbarset;out:Outprofitpercbarset;out:OutTotalOpbrengstenbarsetMinus1;out:OutprofitpercbarsetMinus1;out:TotalKosten;out:bouwkosten;out:TotalAptAmount;out:TotalBVOCommercial;out:TotalBVOCarStorage;out:TotalGOSocialSpaces;out:TotalBVOBikeStorage;out:TotalBVOwonen;out:TotalBVOinclloggia;out:TotalBVOexclloggia;out:BVOloggia;out:TotalGO;out:GOBVOratio;out:SStudentperc;out:S2kamerperc;out:S3kamerperc;out:M2kamerperc;out:M3kamerperc;out:M2kamerhperc;out:M3kamerhperc;out:M4kamerhperc;out:V3kamerkperc;out:V4kamerkperc;out:VGGBkperc;out:SStudioperc;out:V5kamerkperc;out:socialperc;out:midperc;out:vrijperc;out:AvgGOSStudent;out:AvgGOS2kamer;out:AvgGOS3kamer;out:AvgGOM2kamer;out:AvgGOM3kamer;out:AvgGOM2kamerh;out:AvgGOM3kamerh;out:AvgGOM4kamerh;out:AvgGOV3kamerk;out:AvgGOV4kamerk;out:AvgGOVGGBk;out:AvgGOSStudio;out:AvgGOV5kamerk;out:socialAvgGO;out:midAvgGO;out:vrijAvgGO;out:parkingsurplus;out:parkingavailable;out:parkingrequired;out:TotalBVOCarParkingSurplus;out:fietssurplus;out:fietsavailable;out:fietsrequired
A275Vrijk_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;375Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;146.5;-10;-87;21.3;21.6;-87;22.3;-86;162.9;103.5;658;4514;15317;271;2060;48286;50629;47186;3443;33245;0.69;8.1;14.9;4.6;0.3;0.6;3.8;8.8;9.1;27.8;4.7;2.4;12.6;2.3;38;23;39;23;40;55;50;49;51;55;64;50;75;157;28;105;35;58;65;25.2;394;368.8;2409;238;1956;1718
A275Vrijk_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;375Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;147.8;-10;-87;21.4;21.6;-87;22.4;-86;164.3;104.5;662;4514;15317;271;2060;48837;51180;47697;3483;33678;0.69;8;14.8;4.5;0.3;0.6;3.8;8.8;11.9;24.2;5.9;2.4;12.5;2.3;38;25;37;23;40;55;50;49;51;55;65;47;75;157;28;112;35;59;66;22;394;372;2297;214;1956;1742
A275Vrijk_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;375Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;148.3;-10;-87;21.4;21.6;-87;22.4;-86;164.4;104.6;662;4514;15317;271;2060;48837;51180;47697;3483;33678;0.69;8;14.8;4.5;0.3;0.6;3.8;8.8;9.1;27;5.9;2.4;12.5;2.3;37;23;40;23;40;55;50;49;51;55;64;49;75;157;28;112;35;58;66;22;394;372;2297;214;1956;1742
A275Vrijk_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;375Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;145.9;-10;-87;21.3;21.6;-87;22.3;-86;162.8;103.4;658;4514;15317;271;2060;48286;50629;47186;3443;33245;0.69;8.1;14.9;4.6;0.3;0.6;3.8;8.8;12;24.9;4.7;2.4;12.6;2.3;38;26;36;23;40;55;50;49;51;55;65;48;75;157;28;105;35;59;65;25.2;394;368.8;2409;238;1956;1718
A275Vrijk_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;375Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;146.5;-10;-87;21.3;21.6;-87;22.3;-86;162.9;103.5;658;4514;15317;271;2060;48286;50629;47186;3443;33245;0.69;8.1;14.9;4.6;0.3;0.6;3.8;8.8;9.1;27.8;4.7;2.4;12.6;2.3;38;23;39;23;40;55;50;49;51;55;64;50;75;157;28;105;35;58;65;25.2;394;368.8;2409;238;1956;1718
A275Vrijk_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;375Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;147.8;-10;-87;21.4;21.6;-87;22.4;-86;164.3;104.5;662;4514;15317;271;2060;48837;51180;47697;3483;33678;0.69;8;14.8;4.5;0.3;0.6;3.8;8.8;11.9;24.2;5.9;2.4;12.5;2.3;38;25;37;23;40;55;50;49;51;55;65;47;75;157;28;112;35;59;66;22;394;372;2297;214;1956;1742
A275Vrijk_B254Social_B4375Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;375Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;148.3;-10;-87;21.4;21.6;-87;22.4;-86;164.4;104.6;662;4514;15317;271;2060;48837;51180;47697;3483;33678;0.69;8;14.8;4.5;0.3;0.6;3.8;8.8;9.1;27;5.9;2.4;12.5;2.3;37;23;40;23;40;55;50;49;51;55;64;49;75;157;28;112;35;58;66;22;394;372;2297;214;1956;1742
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;375Social;p2Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;146.7;-10;-87;21.2;21.6;-87;22.1;-86;162.1;102.9;639;4514;15317;271;2060;48321;50664;47271;3393;33352;0.69;8.3;15.3;4.7;0.3;0.6;3.9;9.1;12.4;17.7;4.9;2.5;13;7.4;35;26;39;23;40;55;50;49;51;55;65;41;78;157;28;101;35;59;75;28.4;394;365.6;2521;264;1956;1692
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;375Social;p2Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;147.2;-9;-87;21.2;21.6;-87;22.1;-86;162.4;103.1;639;4514;15317;271;2060;48321;50664;47271;3393;33352;0.69;8.3;15.3;4.7;0.3;0.6;3.9;9.1;9.4;20.7;4.9;2.5;13;7.4;35;23;42;23;40;55;50;49;51;55;64;45;78;157;28;101;35;58;74;28.4;394;365.6;2521;264;1956;1692
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;375Social;p2Vrijk;p1Vrijk;p2Vrijk;Mh;Mh;148.6;-9;-87;21.3;21.6;-87;22.2;-86;163.6;104;643;4514;15317;271;2060;48873;51216;47783;3433;33785;0.69;8.2;15.2;4.7;0.3;0.6;3.9;9;12.3;17;6.1;2.5;12.9;7.3;34;26;40;23;40;55;50;49;51;55;65;40;78;157;28;103;35;59;76;25.2;394;368.8;2409;240;1956;1716
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;375Social;p2Vrijk;p1Vrijk;p2Vrijk;Mh;MVh;149.1;-9;-87;21.3;21.6;-87;22.2;-86;163.9;104.2;643;4514;15317;271;2060;48873;51216;47783;3433;33785;0.69;8.2;15.2;4.7;0.3;0.6;3.9;9;9.3;19.9;6.1;2.5;12.9;7.3;34;23;43;23;40;55;50;49;51;55;64;44;78;157;28;103;35;58;75;25.2;394;368.8;2409;240;1956;1716
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;375Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;146.9;-9;-87;21.1;21.6;-87;22;-86;162;102.8;632;4514;15317;271;2060;48329;50672;47307;3365;33407;0.69;8.4;15.5;4.7;0.3;0.6;4;9.2;12.5;15.7;4.9;2.5;13.1;8.5;33;27;40;23;40;55;50;49;51;55;65;41;79;157;28;100;35;59;78;30.8;394;363.2;2605;264;1956;1692
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;375Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;147.5;-9;-87;21.1;21.6;-87;22;-86;162.1;102.9;632;4514;15317;271;2060;48329;50672;47307;3365;33407;0.69;8.4;15.5;4.7;0.3;0.6;4;9.2;9.5;18.7;4.9;2.5;13.1;8.5;33;24;43;23;40;55;50;49;51;55;64;45;79;157;28;100;35;58;77;30.8;394;363.2;2605;264;1956;1692
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;375Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;148.8;-9;-87;21.2;21.6;-87;22.1;-86;163.5;103.9;636;4514;15317;271;2060;48879;51222;47817;3405;33841;0.69;8.3;15.4;4.7;0.3;0.6;3.9;9.1;12.4;14.9;6.1;2.5;13.1;8.5;34;26;40;23;40;55;50;49;51;55;65;40;78;157;28;102;35;59;79;27.6;394;366.4;2493;240;1956;1716
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;375Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;149.4;-9;-87;21.2;21.6;-87;22.1;-86;163.6;104;636;4514;15317;271;2060;48879;51222;47817;3405;33841;0.69;8.3;15.4;4.7;0.3;0.6;3.9;9.1;9.4;17.9;6.1;2.5;13.1;8.5;34;23;43;23;40;55;50;49;51;55;64;44;78;157;28;102;35;58;78;27.6;394;366.4;2493;240;1956;1716
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;375Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;146.9;-9;-87;21.1;21.6;-87;22;-86;162;102.8;632;4514;15317;271;2060;48329;50672;47307;3365;33407;0.69;8.4;15.5;4.7;0.3;0.6;4;9.2;12.5;15.7;4.9;2.5;13.1;8.5;33;27;40;23;40;55;50;49;51;55;65;41;79;157;28;100;35;59;78;30.8;394;363.2;2605;264;1956;1692
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;375Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;147.5;-9;-87;21.1;21.6;-87;22;-86;162.1;102.9;632;4514;15317;271;2060;48329;50672;47307;3365;33407;0.69;8.4;15.5;4.7;0.3;0.6;4;9.2;9.5;18.7;4.9;2.5;13.1;8.5;33;24;43;23;40;55;50;49;51;55;64;45;79;157;28;100;35;58;77;30.8;394;363.2;2605;264;1956;1692
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;375Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;148.8;-9;-87;21.2;21.6;-87;22.1;-86;163.5;103.9;636;4514;15317;271;2060;48879;51222;47817;3405;33841;0.69;8.3;15.4;4.7;0.3;0.6;3.9;9.1;12.4;14.9;6.1;2.5;13.1;8.5;34;26;40;23;40;55;50;49;51;55;65;40;78;157;28;102;35;59;79;27.6;394;366.4;2493;240;1956;1716
A275Vrijk_B254Social_B4375Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;375Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;149.4;-9;-87;21.2;21.6;-87;22.1;-86;163.6;104;636;4514;15317;271;2060;48879;51222;47817;3405;33841;0.69;8.3;15.4;4.7;0.3;0.6;3.9;9.1;9.4;17.9;6.1;2.5;13.1;8.5;34;23;43;23;40;55;50;49;51;55;64;44;78;157;28;102;35;58;78;27.6;394;366.4;2493;240;1956;1716
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p1Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;146.4;-11;-87;22;22.6;-86;23;-86;164.7;104.8;639;4514;15317;271;2060;48526;50869;47284;3585;33240;0.68;0.8;20.3;5.3;0.3;0.6;3.9;9.1;12.4;27.9;4.9;2.5;10.8;1.3;37;26;37;20;38;55;50;49;51;55;65;47;74;157;32;116;39;59;62;-7.6;394;401.6;1261;312;1982;1670
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p1Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;146.9;-11;-87;22;22.6;-86;23;-86;164.9;105;639;4514;15317;271;2060;48526;50869;47284;3585;33240;0.68;0.8;20.3;5.3;0.3;0.6;3.9;9.1;9.4;30.8;4.9;2.5;10.8;1.3;37;23;40;20;38;55;50;49;51;55;64;49;74;157;32;116;39;58;63;-7.6;394;401.6;1261;312;1982;1670
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p1Vrijk;p1Vrijk;p2Vrijk;Mh;Mh;148.3;-11;-87;22.1;22.6;-86;23;-86;166.1;105.9;643;4514;15317;271;2060;49071;51414;47789;3625;33673;0.69;0.8;20.2;5.3;0.3;0.6;3.9;9;12.3;27.1;6.1;2.5;10.7;1.2;36;26;38;20;38;55;50;49;51;55;65;47;74;157;32;128;39;59;63;-10.8;394;404.8;1149;288;1982;1694
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p1Vrijk;p1Vrijk;p2Vrijk;Mh;MVh;148.8;-11;-87;22.1;22.6;-86;23;-86;166.4;106.1;643;4514;15317;271;2060;49071;51414;47789;3625;33673;0.69;0.8;20.2;5.3;0.3;0.6;3.9;9;9.3;30;6.1;2.5;10.7;1.2;36;23;41;20;38;55;50;49;51;55;64;49;74;157;32;128;39;58;64;-10.8;394;404.8;1149;288;1982;1694
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;146.6;-11;-87;21.9;22.6;-86;22.8;-86;164.4;104.6;632;4514;15317;271;2060;48531;50874;47317;3557;33295;0.69;0.8;20.6;5.4;0.3;0.6;4;9.2;12.5;25.9;4.9;2.5;10.9;2.4;35;27;38;20;38;55;50;49;51;55;65;48;75;157;32;105;39;59;65;-5.2;394;399.2;1345;312;1982;1670
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;147.1;-11;-87;21.9;22.6;-86;22.9;-86;164.7;104.8;632;4514;15317;271;2060;48531;50874;47317;3557;33295;0.69;0.8;20.6;5.4;0.3;0.6;4;9.2;9.5;29;4.9;2.5;10.9;2.4;35;24;41;20;38;55;50;49;51;55;64;50;75;157;32;105;39;58;65;-5.2;394;399.2;1345;312;1982;1670
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;148.5;-10;-87;22;22.6;-86;22.9;-86;165.9;105.7;636;4514;15317;271;2060;49079;51422;47825;3597;33728;0.69;0.8;20.4;5.3;0.3;0.6;3.9;9.1;12.4;25.2;6.1;2.5;10.8;2.4;36;26;38;20;38;55;50;49;51;55;65;47;75;157;32;112;39;59;66;-8.4;394;402.4;1233;288;1982;1694
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;149;-10;-87;22;22.6;-86;22.9;-86;166.1;105.9;636;4514;15317;271;2060;49079;51422;47825;3597;33728;0.69;0.8;20.4;5.3;0.3;0.6;3.9;9.1;9.4;28.1;6.1;2.5;10.8;2.4;36;23;41;20;38;55;50;49;51;55;64;49;75;157;32;112;39;58;66;-8.4;394;402.4;1233;288;1982;1694
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;146.6;-11;-87;21.9;22.6;-86;22.8;-86;164.4;104.6;632;4514;15317;271;2060;48531;50874;47317;3557;33295;0.69;0.8;20.6;5.4;0.3;0.6;4;9.2;12.5;25.9;4.9;2.5;10.9;2.4;35;27;38;20;38;55;50;49;51;55;65;48;75;157;32;105;39;59;65;-5.2;394;399.2;1345;312;1982;1670
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p1Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;147.1;-11;-87;21.9;22.6;-86;22.9;-86;164.7;104.8;632;4514;15317;271;2060;48531;50874;47317;3557;33295;0.69;0.8;20.6;5.4;0.3;0.6;4;9.2;9.5;29;4.9;2.5;10.9;2.4;35;24;41;20;38;55;50;49;51;55;64;50;75;157;32;105;39;58;65;-5.2;394;399.2;1345;312;1982;1670
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;148.5;-10;-87;22;22.6;-86;22.9;-86;165.9;105.7;636;4514;15317;271;2060;49079;51422;47825;3597;33728;0.69;0.8;20.4;5.3;0.3;0.6;3.9;9.1;12.4;25.2;6.1;2.5;10.8;2.4;36;26;38;20;38;55;50;49;51;55;65;47;75;157;32;112;39;59;66;-8.4;394;402.4;1233;288;1982;1694
A275Vrijk_B254Social_B454Social_TA2highp1Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p1Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;149;-10;-87;22;22.6;-86;22.9;-86;166.1;105.9;636;4514;15317;271;2060;49079;51422;47825;3597;33728;0.69;0.8;20.4;5.3;0.3;0.6;3.9;9.1;9.4;28.1;6.1;2.5;10.8;2.4;36;23;41;20;38;55;50;49;51;55;64;49;75;157;32;112;39;58;66;-8.4;394;402.4;1233;288;1982;1694
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p2Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;147.4;-10;-87;21.8;21.6;-87;22.7;-86;163.9;104.2;613;4514;15317;271;2060;48565;50908;47401;3507;33402;0.69;0.8;21.2;5.5;0.3;0.7;4.1;9.5;12.9;18.4;5.1;2.6;11.3;7.7;32;27;41;20;38;55;50;49;51;55;65;41;78;157;32;101;39;59;75;-2;394;396;1457;338;1982;1644
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p2Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;147.9;-10;-87;21.8;22.6;-86;22.7;-86;164.1;104.4;613;4514;15317;271;2060;48565;50908;47401;3507;33402;0.69;0.8;21.2;5.5;0.3;0.7;4.1;9.5;9.8;21.5;5.1;2.6;11.3;7.7;32;24;44;20;38;55;50;49;51;55;64;45;78;157;32;101;39;58;74;-2;394;396;1457;338;1982;1644
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p2Vrijk;p1Vrijk;p2Vrijk;Mh;Mh;149.3;-10;-87;21.9;22.6;-86;22.8;-86;165.3;105.3;617;4514;15317;271;2060;49106;51449;47902;3547;33835;0.69;0.8;21.1;5.5;0.3;0.6;4.1;9.4;12.8;17.7;6.3;2.6;11.2;7.6;32;27;41;20;38;55;50;49;51;55;65;40;78;157;32;103;39;59;76;-5.2;394;399.2;1345;314;1982;1668
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp1Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p2Vrijk;p1Vrijk;p2Vrijk;Mh;MVh;149.8;-10;-87;21.9;22.6;-86;22.8;-86;165.6;105.5;617;4514;15317;271;2060;49106;51449;47902;3547;33836;0.69;0.8;21.1;5.5;0.3;0.6;4.1;9.4;9.7;20.7;6.3;2.6;11.2;7.6;31;24;45;20;38;55;50;49;51;55;64;44;78;157;32;103;39;58;75;-5.2;394;399.2;1345;314;1982;1668
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;147.7;-10;-87;21.7;21.6;-87;22.6;-86;163.7;104.1;606;4514;15317;271;2060;48568;50911;47432;3479;33458;0.69;0.8;21.5;5.6;0.3;0.7;4.1;9.6;13;16.3;5.1;2.6;11.4;8.9;30;28;42;20;38;55;50;49;51;55;65;41;79;157;32;100;39;59;78;-0.4;394;394.4;1513;338;1982;1644
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;148.2;-10;-87;21.7;21.6;-87;22.6;-86;163.9;104.2;606;4514;15317;271;2060;48568;50911;47432;3479;33458;0.69;0.8;21.5;5.6;0.3;0.7;4.1;9.6;9.9;19.5;5.1;2.6;11.4;8.9;30;25;45;20;38;55;50;49;51;55;64;45;79;157;32;100;39;58;77;-0.4;394;394.4;1513;338;1982;1644
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;149.5;-10;-87;21.8;22.6;-86;22.7;-86;165.2;105.2;610;4514;15317;271;2060;49113;51456;47937;3519;33891;0.69;0.8;21.3;5.6;0.3;0.7;4.1;9.5;13;15.6;6.4;2.6;11.3;8.9;30;28;42;20;38;55;50;49;51;55;65;40;78;157;32;102;39;59;79;-2.8;394;396.8;1429;314;1982;1668
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;150.1;-9;-87;21.8;22.6;-86;22.7;-86;165.3;105.3;610;4514;15317;271;2060;49113;51456;47937;3519;33891;0.69;0.8;21.3;5.6;0.3;0.7;4.1;9.5;9.8;18.7;6.4;2.6;11.3;8.9;31;24;45;20;38;55;50;49;51;55;64;44;78;157;32;102;39;58;78;-2.8;394;396.8;1429;314;1982;1668
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;Mh;147.7;-10;-87;21.7;21.6;-87;22.6;-86;163.7;104.1;606;4514;15317;271;2060;48568;50911;47432;3479;33458;0.69;0.8;21.5;5.6;0.3;0.7;4.1;9.6;13;16.3;5.1;2.6;11.4;8.9;30;28;42;20;38;55;50;49;51;55;65;41;79;157;32;100;39;59;78;-0.4;394;394.4;1513;338;1982;1644
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p2Vrijk;p2Vrijk;p1Vrijk;Mh;MVh;148.2;-10;-87;21.7;21.6;-87;22.6;-86;163.9;104.2;606;4514;15317;271;2060;48568;50911;47432;3479;33458;0.69;0.8;21.5;5.6;0.3;0.7;4.1;9.6;9.9;19.5;5.1;2.6;11.4;8.9;30;25;45;20;38;55;50;49;51;55;64;45;79;157;32;100;39;58;77;-0.4;394;394.4;1513;338;1982;1644
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;Mh;149.5;-10;-87;21.8;22.6;-86;22.7;-86;165.2;105.2;610;4514;15317;271;2060;49113;51456;47937;3519;33891;0.69;0.8;21.3;5.6;0.3;0.7;4.1;9.5;13;15.6;6.4;2.6;11.3;8.9;30;28;42;20;38;55;50;49;51;55;65;40;78;157;32;102;39;59;79;-2.8;394;396.8;1429;314;1982;1668
A275Vrijk_B254Social_B454Social_TA2highp2Vrijk_TA2lowp2Vrijk_A1p2Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54Social;p2Vrijk;p2Vrijk;p2Vrijk;Mh;MVh;150.1;-9;-87;21.8;22.6;-86;22.7;-86;165.3;105.3;610;4514;15317;271;2060;49113;51456;47937;3519;33891;0.69;0.8;21.3;5.6;0.3;0.7;4.1;9.5;9.8;18.7;6.4;2.6;11.3;8.9;31;24;45;20;38;55;50;49;51;55;64;44;78;157;32;102;39;58;78;-2.8;394;396.8;1429;314;1982;1668
A275Vrijk_B254Social_B454SMh_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3Mh;75Vrijk;54Social;54SMh;p1Vrijk;p1Vrijk;p1Vrijk;Mh;Mh;146.7;-11;-87;22.1;22.6;-86;23;-86;164.8;104.9;631;4514;15317;271;2060;48550;50893;47348;3545;33188;0.68;0.8;20.6;4.1;2.2;0.6;4;9.8;13.2;28.2;4.9;2.5;7.8;1.3;32;30;38;20;38;53;45;49;51;55;65;47;74;157;33;116;39;58;62;-12.4;394;406.4;1093;328;1982;1654
A275Vrijk_B254Social_B454SMh_TA2highp1Vrijk_TA2lowp1Vrijk_A1p1Vrijk_TB1Mh_TB3MVh;75Vrijk;54Social;54SMh;p1Vrijk;p1Vrijk;p1Vrijk;Mh;MVh;147.2;-11;-87;22.1;22.6;-86;23;-86;165.1;105.1;631;4514;15317;271;2060;48550;50893;47348;3545;33188;0.68;0.8;20.6;4.1;2.2;0.6;4;9.8;10.1;31.2;4.9;2.5;7.8;1.3;32;27;41;20;38;53;45;49;51;55;64;49;74;157;33;116;39;57;63;-12.4;394;406.4;1093;328;1982;1654
