,flyID,in:PnlWidth,in:SillP,in:SillA,in:OpenEW,in:OpenNS,in:ExtP,in:ExtAEW,in:Mat,in:Glaz,out:CoEqTotal,out:CoEqYear,out:TotalKwh,out:PerMKwh,out:FramesTyp,out:FramesAtyp,out:SpaceInt,out:SpaceExt,out:MinStreefPent,out:MinStreefApt,out:StreefPent,out:StreefApt
321,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazB,20,A,B,Max,Max,Balc,Balc,A,B,130100,124940,277645,53.84,660,400,432.68,5156.4,67.0,41.6,43.3,9.4
322,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazA,20,A,B,Max,Max,Balc,Balc,B,A,152600,129840,288533,55.96,660,400,432.68,5156.4,67.0,41.6,43.3,9.4
323,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazB,20,A,B,Max,Max,Balc,Balc,B,B,158300,119662,265915,51.57,660,400,432.68,5156.4,67.0,41.6,43.3,9.4
324,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazA,20,A,B,Max,Max,Balc,Log,A,A,126000,139168,309263,61.06,740,400,402.28,5065.2,67.1,47.1,43.9,13.5
325,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazB,20,A,B,Max,Max,Balc,Log,A,B,131700,128990,286645,56.59,740,400,402.28,5065.2,67.1,47.1,43.9,13.5
326,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazA,20,A,B,Max,Max,Balc,Log,B,A,158500,133080,295733,58.39,740,400,402.28,5065.2,67.1,47.1,43.9,13.5
327,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazB,20,A,B,Max,Max,Balc,Log,B,B,164100,122902,273115,53.92,740,400,402.28,5065.2,67.1,47.1,43.9,13.5
328,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazA,20,A,B,Max,Max,Log,Balc,A,A,124500,135523,301163,58.72,668,400,423.56,5129.04,64.0,40.7,36.4,9.2
329,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazB,20,A,B,Max,Max,Log,Balc,A,B,130200,125345,278545,54.31,668,400,423.56,5129.04,64.0,40.7,36.4,9.2
330,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazA,20,A,B,Max,Max,Log,Balc,B,A,153100,130164,289253,56.4,668,400,423.56,5129.04,64.0,40.7,36.4,9.2
331,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazB,20,A,B,Max,Max,Log,Balc,B,B,158700,119986,266635,51.99,668,400,423.56,5129.04,64.0,40.7,36.4,9.2
332,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazA,20,A,B,Max,Max,Log,Log,A,A,126000,139573,310163,61.57,748,400,393.16,5037.84,64.0,46.8,35.9,13.5
333,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazB,20,A,B,Max,Max,Log,Log,A,B,131700,129395,287545,57.08,748,400,393.16,5037.84,64.0,46.8,35.9,13.5
334,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazA,20,A,B,Max,Max,Log,Log,B,A,159000,133404,296453,58.85,748,400,393.16,5037.84,64.0,46.8,35.9,13.5
335,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazB,20,A,B,Max,Max,Log,Log,B,B,164600,123226,273835,54.36,748,400,393.16,5037.84,64.0,46.8,35.9,13.5
336,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazA,20,A,B,Max,Med,Balc,Balc,A,A,123200,132829,295175,57.24,660,400,432.68,5156.4,66.8,39.5,39.8,8.1
337,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazB,20,A,B,Max,Med,Balc,Balc,A,B,128100,123959,275465,53.42,660,400,432.68,5156.4,66.8,39.5,39.8,8.1
338,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazA,20,A,B,Max,Med,Balc,Balc,B,A,153100,127224,282719,54.83,660,400,432.68,5156.4,66.8,39.5,39.8,8.1
339,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazB,20,A,B,Max,Med,Balc,Balc,B,B,158000,118354,263008,51.01,660,400,432.68,5156.4,66.8,39.5,39.8,8.1
340,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazA,20,A,B,Max,Med,Balc,Log,A,A,124700,136879,304175,60.05,740,400,402.28,5065.2,66.5,45.7,39.7,12.7
341,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazB,20,A,B,Max,Med,Balc,Log,A,B,129600,128009,284465,56.16,740,400,402.28,5065.2,66.5,45.7,39.7,12.7
342,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazA,20,A,B,Max,Med,Balc,Log,B,A,158900,130464,289919,57.24,740,400,402.28,5065.2,66.5,45.7,39.7,12.7
343,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazB,20,A,B,Max,Med,Balc,Log,B,B,163900,121594,270208,53.35,740,400,402.28,5065.2,66.5,45.7,39.7,12.7
344,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazA,20,A,B,Max,Med,Log,Balc,A,A,123200,133234,296075,57.73,668,400,423.56,5129.04,63.4,39.5,32.3,7.7
345,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazB,20,A,B,Max,Med,Log,Balc,A,B,128100,124364,276365,53.88,668,400,423.56,5129.04,63.4,39.5,32.3,7.7
346,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazA,20,A,B,Max,Med,Log,Balc,B,A,153500,127548,283439,55.26,668,400,423.56,5129.04,63.4,39.5,32.3,7.7
347,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazB,20,A,B,Max,Med,Log,Balc,B,B,158400,118678,263728,51.42,668,400,423.56,5129.04,63.4,39.5,32.3,7.7
348,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazA,20,A,B,Max,Med,Log,Log,A,A,124700,137284,305075,60.56,748,400,393.16,5037.84,63.9,44.7,32.6,12.4
349,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazB,20,A,B,Max,Med,Log,Log,A,B,129700,128414,285365,56.64,748,400,393.16,5037.84,63.9,44.7,32.6,12.4
350,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazA,20,A,B,Max,Med,Log,Log,B,A,159400,130788,290639,57.69,748,400,393.16,5037.84,63.9,44.7,32.6,12.4
351,PnlWidth20_SillPA_SillAB_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazB,20,A,B,Max,Med,Log,Log,B,B,164300,121918,270928,53.78,748,400,393.16,5037.84,63.9,44.7,32.6,12.4
352,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazA,20,A,B,Med,Max,Balc,Balc,A,A,123400,133233,296073,57.42,660,400,432.68,5156.4,65.9,36.5,40.7,2.6
353,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazB,20,A,B,Med,Max,Balc,Balc,A,B,128400,124133,275850,53.5,660,400,432.68,5156.4,65.9,36.5,40.7,2.6
354,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazA,20,A,B,Med,Max,Balc,Balc,B,A,153000,127685,283745,55.03,660,400,432.68,5156.4,65.9,36.5,40.7,2.6
355,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazB,20,A,B,Med,Max,Balc,Balc,B,B,158000,118584,263521,51.11,660,400,432.68,5156.4,65.9,36.5,40.7,2.6
356,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazA,20,A,B,Med,Max,Balc,Log,A,A,124900,137283,305073,60.23,740,400,402.28,5065.2,65.9,41.0,40.3,12.6
357,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazB,20,A,B,Med,Max,Balc,Log,A,B,130000,128183,284850,56.24,740,400,402.28,5065.2,65.9,41.0,40.3,12.6
358,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazA,20,A,B,Med,Max,Balc,Log,B,A,158800,130925,290945,57.44,740,400,402.28,5065.2,65.9,41.0,40.3,12.6
359,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazB,20,A,B,Med,Max,Balc,Log,B,B,163900,121824,270721,53.45,740,400,402.28,5065.2,65.9,41.0,40.3,12.6
360,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazA,20,A,B,Med,Max,Log,Balc,A,A,123400,133638,296973,57.9,668,400,423.56,5129.04,63.2,35.9,30.5,2.7
361,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazB,20,A,B,Med,Max,Log,Balc,A,B,128500,124538,276750,53.96,668,400,423.56,5129.04,63.2,35.9,30.5,2.7
362,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazA,20,A,B,Med,Max,Log,Balc,B,A,153400,128009,284465,55.46,668,400,423.56,5129.04,63.2,35.9,30.5,2.7
363,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazB,20,A,B,Med,Max,Log,Balc,B,B,158500,118908,264241,51.52,668,400,423.56,5129.04,63.2,35.9,30.5,2.7
364,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazA,20,A,B,Med,Max,Log,Log,A,A,125000,137688,305973,60.73,748,400,393.16,5037.84,62.2,41.7,30.4,12.8
365,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazB,20,A,B,Med,Max,Log,Log,A,B,130000,128588,285750,56.72,748,400,393.16,5037.84,62.2,41.7,30.4,12.8
366,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazA,20,A,B,Med,Max,Log,Log,B,A,159300,131249,291665,57.89,748,400,393.16,5037.84,62.2,41.7,30.4,12.8
367,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazB,20,A,B,Med,Max,Log,Log,B,B,164400,122148,271441,53.88,748,400,393.16,5037.84,62.2,41.7,30.4,12.8
368,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazA,20,A,B,Med,Med,Balc,Balc,A,A,122100,130944,290986,56.43,660,400,432.68,5156.4,65.2,34.0,36.3,0.7
369,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazB,20,A,B,Med,Med,Balc,Balc,A,B,126400,123151,273669,53.07,660,400,432.68,5156.4,65.2,34.0,36.3,0.7
370,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazA,20,A,B,Med,Med,Balc,Balc,B,A,153400,125069,277931,53.9,660,400,432.68,5156.4,65.2,34.0,36.3,0.7
371,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazB,20,A,B,Med,Med,Balc,Balc,B,B,157700,117276,260614,50.54,660,400,432.68,5156.4,65.2,34.0,36.3,0.7
372,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazA,20,A,B,Med,Med,Balc,Log,A,A,123600,134994,299986,59.22,740,400,402.28,5065.2,63.9,38.6,35.9,12.1
373,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazB,20,A,B,Med,Med,Balc,Log,A,B,128000,127201,282669,55.81,740,400,402.28,5065.2,63.9,38.6,35.9,12.1
374,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazA,20,A,B,Med,Med,Balc,Log,B,A,159300,128309,285131,56.29,740,400,402.28,5065.2,63.9,38.6,35.9,12.1
375,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazB,20,A,B,Med,Med,Balc,Log,B,B,163600,120516,267814,52.87,740,400,402.28,5065.2,63.9,38.6,35.9,12.1
376,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazA,20,A,B,Med,Med,Log,Balc,A,A,122100,131349,291886,56.91,668,400,423.56,5129.04,62.4,33.8,26.9,1.0
377,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazB,20,A,B,Med,Med,Log,Balc,A,B,126400,123556,274569,53.53,668,400,423.56,5129.04,62.4,33.8,26.9,1.0
378,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazA,20,A,B,Med,Med,Log,Balc,B,A,153900,125393,278651,54.33,668,400,423.56,5129.04,62.4,33.8,26.9,1.0
379,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazB,20,A,B,Med,Med,Log,Balc,B,B,158200,117600,261334,50.95,668,400,423.56,5129.04,62.4,33.8,26.9,1.0
380,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazA,20,A,B,Med,Med,Log,Log,A,A,123700,135399,300886,59.73,748,400,393.16,5037.84,61.6,39.3,26.5,12.1
381,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazB,20,A,B,Med,Med,Log,Log,A,B,128000,127606,283569,56.29,748,400,393.16,5037.84,61.6,39.3,26.5,12.1
382,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazA,20,A,B,Med,Med,Log,Log,B,A,159700,128633,285851,56.74,748,400,393.16,5037.84,61.6,39.3,26.5,12.1
383,PnlWidth20_SillPA_SillAB_OpenEWMed_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazB,20,A,B,Med,Med,Log,Log,B,B,164100,120840,268534,53.3,748,400,393.16,5037.84,61.6,39.3,26.5,12.1
384,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazA,20,B,A,Max,Max,Balc,Balc,A,A,127100,139715,310477,60.21,340,400,432.68,5156.4,63.1,47.4,21.8,31.8
385,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazB,20,B,A,Max,Max,Balc,Balc,A,B,134200,126910,282023,54.69,340,400,432.68,5156.4,63.1,47.4,21.8,31.8
386,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazA,20,B,A,Max,Max,Balc,Balc,B,A,151700,135093,300206,58.22,340,400,432.68,5156.4,63.1,47.4,21.8,31.8
387,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazB,20,B,A,Max,Max,Balc,Balc,B,B,158900,122288,271752,52.7,340,400,432.68,5156.4,63.1,47.4,21.8,31.8
388,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazA,20,B,A,Max,Max,Balc,Log,A,A,128600,143765,319477,63.07,420,400,402.28,5065.2,62.7,53.0,21.5,39.1
389,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazB,20,B,A,Max,Max,Balc,Log,A,B,135800,130960,291023,57.46,420,400,402.28,5065.2,62.7,53.0,21.5,39.1
390,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazA,20,B,A,Max,Max,Balc,Log,B,A,157600,138333,307406,60.69,420,400,402.28,5065.2,62.7,53.0,21.5,39.1
391,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazB,20,B,A,Max,Max,Balc,Log,B,B,164700,125528,278952,55.07,420,400,402.28,5065.2,62.7,53.0,21.5,39.1
392,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazA,20,B,A,Max,Max,Log,Balc,A,A,127100,140120,311377,60.71,348,400,423.56,5129.04,57.0,48.0,3.8,31.3
393,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazB,20,B,A,Max,Max,Log,Balc,A,B,134200,127315,282923,55.16,348,400,423.56,5129.04,57.0,48.0,3.8,31.3
394,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazA,20,B,A,Max,Max,Log,Balc,B,A,152200,135417,300926,58.67,348,400,423.56,5129.04,57.0,48.0,3.8,31.3
395,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazB,20,B,A,Max,Max,Log,Balc,B,B,159300,122612,272472,53.12,348,400,423.56,5129.04,57.0,48.0,3.8,31.3
396,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazA,20,B,A,Max,Max,Log,Log,A,A,128700,144170,320377,63.59,428,400,393.16,5037.84,58.0,53.3,3.5,38.8
397,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazB,20,B,A,Max,Max,Log,Log,A,B,135800,131365,291923,57.95,428,400,393.16,5037.84,58.0,53.3,3.5,38.8
398,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazA,20,B,A,Max,Max,Log,Log,B,A,158100,138657,308126,61.16,428,400,393.16,5037.84,58.0,53.3,3.5,38.8
399,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMax_ExtPLog_ExtAEWLog_MatB_GlazB,20,B,A,Max,Max,Log,Log,B,B,165200,125852,279672,55.51,428,400,393.16,5037.84,58.0,53.3,3.5,38.8
400,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazA,20,B,A,Max,Med,Balc,Balc,A,A,125400,136819,304043,58.96,340,400,432.68,5156.4,59.1,47.1,19.2,30.0
401,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatA_GlazB,20,B,A,Max,Med,Balc,Balc,A,B,131600,125669,279265,54.16,340,400,432.68,5156.4,59.1,47.1,19.2,30.0
402,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazA,20,B,A,Max,Med,Balc,Balc,B,A,152300,131784,292853,56.79,340,400,432.68,5156.4,59.1,47.1,19.2,30.0
403,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWBalc_MatB_GlazB,20,B,A,Max,Med,Balc,Balc,B,B,158500,120634,268075,51.99,340,400,432.68,5156.4,59.1,47.1,19.2,30.0
404,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazA,20,B,A,Max,Med,Balc,Log,A,A,127000,140869,313043,61.8,420,400,402.28,5065.2,59.5,53.3,18.0,37.8
405,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatA_GlazB,20,B,A,Max,Med,Balc,Log,A,B,133200,129719,288265,56.91,420,400,402.28,5065.2,59.5,53.3,18.0,37.8
406,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazA,20,B,A,Max,Med,Balc,Log,B,A,158200,135024,300053,59.24,420,400,402.28,5065.2,59.5,53.3,18.0,37.8
407,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPBalc_ExtAEWLog_MatB_GlazB,20,B,A,Max,Med,Balc,Log,B,B,164400,123874,275275,54.35,420,400,402.28,5065.2,59.5,53.3,18.0,37.8
408,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazA,20,B,A,Max,Med,Log,Balc,A,A,125500,137224,304943,59.45,348,400,423.56,5129.04,52.8,47.2,1.8,29.9
409,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatA_GlazB,20,B,A,Max,Med,Log,Balc,A,B,131700,126074,280165,54.62,348,400,423.56,5129.04,52.8,47.2,1.8,29.9
410,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazA,20,B,A,Max,Med,Log,Balc,B,A,152800,132108,293573,57.24,348,400,423.56,5129.04,52.8,47.2,1.8,29.9
411,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWBalc_MatB_GlazB,20,B,A,Max,Med,Log,Balc,B,B,159000,120958,268795,52.41,348,400,423.56,5129.04,52.8,47.2,1.8,29.9
412,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazA,20,B,A,Max,Med,Log,Log,A,A,127000,141274,313943,62.32,428,400,393.16,5037.84,52.6,53.3,1.4,37.6
413,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatA_GlazB,20,B,A,Max,Med,Log,Log,A,B,133200,130124,289165,57.4,428,400,393.16,5037.84,52.6,53.3,1.4,37.6
414,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazA,20,B,A,Max,Med,Log,Log,B,A,158600,135348,300773,59.7,428,400,393.16,5037.84,52.6,53.3,1.4,37.6
415,PnlWidth20_SillPB_SillAA_OpenEWMax_OpenNSMed_ExtPLog_ExtAEWLog_MatB_GlazB,20,B,A,Max,Med,Log,Log,B,B,164800,124198,275995,54.78,428,400,393.16,5037.84,52.6,53.3,1.4,37.6
416,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazA,20,B,A,Med,Max,Balc,Balc,A,A,125700,137358,305240,59.2,340,400,432.68,5156.4,60.2,45.1,14.8,28.4
417,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatA_GlazB,20,B,A,Med,Max,Balc,Balc,A,B,132100,125900,279778,54.26,340,400,432.68,5156.4,60.2,45.1,14.8,28.4
418,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazA,20,B,A,Med,Max,Balc,Balc,B,A,152200,132399,294221,57.06,340,400,432.68,5156.4,60.2,45.1,14.8,28.4
419,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWBalc_MatB_GlazB,20,B,A,Med,Max,Balc,Balc,B,B,158600,120942,268759,52.12,340,400,432.68,5156.4,60.2,45.1,14.8,28.4
420,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazA,20,B,A,Med,Max,Balc,Log,A,A,127300,141408,314240,62.04,420,400,402.28,5065.2,60.0,50.9,14.3,36.1
421,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatA_GlazB,20,B,A,Med,Max,Balc,Log,A,B,133700,129950,288778,57.01,420,400,402.28,5065.2,60.0,50.9,14.3,36.1
422,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazA,20,B,A,Med,Max,Balc,Log,B,A,158100,135639,301421,59.51,420,400,402.28,5065.2,60.0,50.9,14.3,36.1
423,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPBalc_ExtAEWLog_MatB_GlazB,20,B,A,Med,Max,Balc,Log,B,B,164400,124182,275959,54.48,420,400,402.28,5065.2,60.0,50.9,14.3,36.1
424,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazA,20,B,A,Med,Max,Log,Balc,A,A,125800,137763,306140,59.69,348,400,423.56,5129.04,53.7,44.8,2.4,27.8
425,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatA_GlazB,20,B,A,Med,Max,Log,Balc,A,B,132100,126305,280678,54.72,348,400,423.56,5129.04,53.7,44.8,2.4,27.8
426,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazA,20,B,A,Med,Max,Log,Balc,B,A,152700,132723,294941,57.5,348,400,423.56,5129.04,53.7,44.8,2.4,27.8
427,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWBalc_MatB_GlazB,20,B,A,Med,Max,Log,Balc,B,B,159000,121266,269479,52.54,348,400,423.56,5129.04,53.7,44.8,2.4,27.8
428,PnlWidth20_SillPB_SillAA_OpenEWMed_OpenNSMax_ExtPLog_ExtAEWLog_MatA_GlazA,20,B,A,Med,Max,Log,Log,A,A,127300,141813,315140,62.55,428,400,393.16,5037.84,53.6,50.9,2.3,36.0
